IDENTIFIER,IDENTIFFIER_TYPE,PUBLISHER,TITLE,PRIMARY_CREATORS,UNIVERSITY,SEMESTER,DEPARTMENT,COURSE CODE,NO. OF STUDENTS,PRESCRIBED/RECOMMENDED
978-0817647629,ISBN,Birkhäuser,Logic for Computer Scientists,U Schöning,UCT,1st & 2nd semester,Mathematics and Applied Mathematics,MAM3000W,48,Recommended
978-0817647629,ISBN,Birkhäuser,Logic for Computer Scientists,U Schöning,UCT,1st & 2nd semester,Mathematics and Applied Mathematics,MAM3001W,0,Recommended
978-0817647629,ISBN,Birkhäuser,Logic for Computer Scientists,U Schöning,UCT,1st & 2nd semester,Mathematics and Applied Mathematics,MAM3002H,15,Recommended
978-0817647629,ISBN,Birkhäuser,Logic for Computer Scientists,U Schöning,UCT,1st & 2nd semester,Mathematics and Applied Mathematics,MAM3003S,2,Recommended
978-0817647629,ISBN,Birkhäuser,Logic for Computer Scientists,U Schöning,UCT,1st & 2nd semester,Mathematics and Applied Mathematics,MAM3004Z,,Recommended
?,ISBN,?,Methods of functions of Complex Variables ,,UCT,1st & 2nd semester,Mathematics and Applied Mathematics,MAM3040W,,Recommended
?,ISBN,?,Methods of functions of Complex Variables ,,UCT,1st & 2nd semester,Mathematics and Applied Mathematics,MAM3041H,,Recommended
?,ISBN,?,Methods of functions of Complex Variables ,,UCT,1st & 2nd semester,Mathematics and Applied Mathematics,MAM3043S,,Recommended
?,ISBN,?,Methods of functions of Complex Variables ,,UCT,1st & 2nd semester,Mathematics and Applied Mathematics,MAM3044F,,Recommended
?,ISBN,?,Methods of functions of Complex Variables ,,UCT,1st & 2nd semester,Mathematics and Applied Mathematics,MAM3045S,,Recommended
?,ISBN,?,Methods of functions of Complex Variables ,,UCT,1st & 2nd semester,Mathematics and Applied Mathematics,MAM3048H,,Recommended
534392016,ISBN,Thomson Learning,Numerical Analysis (7th or 8th edition),Burden and Faires,UCT,1st & 2nd semester,Mathematics and Applied Mathematics,MAM2046W,,Recommended
534392016,ISBN,Thomson Learning,Numerical Analysis (7th or 8th edition),Burden and Faires,UCT,1st & 2nd semester,Mathematics and Applied Mathematics,MAM2047H,,Recommended
534392016,ISBN,Thomson Learning,Numerical Analysis (7th or 8th edition),Burden and Faires,UCT,1st & 2nd semester,Mathematics and Applied Mathematics,MAM2048H,,Recommended
534392016,ISBN,Thomson Learning,Numerical Analysis (7th or 8th edition),Burden and Faires,UCT,1st & 2nd semester,Mathematics and Applied Mathematics,MAM3080F,130,Prescribed
978-0122191220,ISBN,Academic Press ,Solitons and Nonlinear Wave Equations,"J Gibbon, R Dodd, C Eilbeck & H Morris",UCT,1st & 2nd semester,Mathematics and Applied Mathematics,MAM3040W,,Recommended
978-0122191220,ISBN,Academic Press ,Solitons and Nonlinear Wave Equations,"J Gibbon, R Dodd, C Eilbeck & H Morris",UCT,1st & 2nd semester,Mathematics and Applied Mathematics,MAM3041H,,Recommended
978-0122191220,ISBN,Academic Press ,Solitons and Nonlinear Wave Equations,"J Gibbon, R Dodd, C Eilbeck & H Morris",UCT,1st & 2nd semester,Mathematics and Applied Mathematics,MAM3044F,,Recommended
978-0122191220,ISBN,Academic Press ,Solitons and Nonlinear Wave Equations,"J Gibbon, R Dodd, C Eilbeck & H Morris",UCT,1st & 2nd semester,Mathematics and Applied Mathematics,MAM3045S,,Recommended
978-0122191220,ISBN,Academic Press ,Solitons and Nonlinear Wave Equations,"J Gibbon, R Dodd, C Eilbeck & H Morris",UCT,1st & 2nd semester,Mathematics and Applied Mathematics,MAM3048H,,Recommended
9783540659198,ISBN,Springer,Waves called solitons (3rd edition),M Remoissenet,UCT,1st & 2nd semester,Mathematics and Applied Mathematics,MAM3040W,,Recommended
9783540659198,ISBN,Springer,Waves called solitons (3rd edition),M Remoissenet,UCT,1st & 2nd semester,Mathematics and Applied Mathematics,MAM3041H,,Recommended
9783540659198,ISBN,Springer,Waves called solitons (3rd edition),M Remoissenet,UCT,1st & 2nd semester,Mathematics and Applied Mathematics,MAM3043S,,Recommended
9783540659198,ISBN,Springer,Waves called solitons (3rd edition),M Remoissenet,UCT,1st & 2nd semester,Mathematics and Applied Mathematics,MAM3044F,,Recommended
9783540659198,ISBN,Springer,Waves called solitons (3rd edition),M Remoissenet,UCT,1st & 2nd semester,Mathematics and Applied Mathematics,MAM3045S,,Recommended
9783540659198,ISBN,Springer,Waves called solitons (3rd edition),M Remoissenet,UCT,1st & 2nd semester,Mathematics and Applied Mathematics,MAM3048H,,Recommended
978-1-920-66301-8,ISBN,Unimaths,Unimaths Intro Workbook,"Mills, C",UCT,,Maths Bridging Programme,,,Recommended
978-1111576820,ISBN,Cengage Learning,An Introduction to Mechanical Engineering (SI edition 3rd Edition),"Jonathan Wickert, Kemper Lewis",UCT,1st & 2nd semester,Mechanical Engineering,MEC1005W,125,Prescribed
978-0470547564,ISBN,"John Wiley & Sons, Inc","Control Systems Engineering, 6th edition","Nise, Norman S",UCT,2nd semester,Mechanical Engineering,MEC4107S,94,Prescribed
978-1-292-02468-4,ISBN,CMP Books,"Embedded Systems Design: An Introduction to Processes, Tools and Techniques",Arnold Berger,UCT,1st & 2nd semester,Mechanical Engineering,MEC2020W,70,Prescribed
978-0071284202,ISBN,McGraw Hill,Engineering Drawing and Design (7th International Edition),"Cecil Jensen, Jay D. Helsel, Dennis R. Short",UCT,1st & 2nd semester,Mechanical Engineering,MEC2020W,155,Prescribed
978-0470614815,ISBN,Wiley,Engineering Mechanics: Dynamics (7th Edition SI version),"Meriam, JL and Kraige, LG",UCT,1st semester,Mechanical Engineering,MEC2023F,80,Prescribed
978-0073660554,ISBN,McGraw-Hill,Experimental Methods for Engineers (7th Edition),Jack Holman,UCT,1st semester,Mechanical Engineering,MEC3045F,100,Prescribed
978-0273717720,ISBN,Prentice Hall,Fluid Mechanics (6th Edition),Douglas Gasiorek Swaffield & Jack,UCT,1st semester,Mechanical Engineering,MEC3033F,140,Prescribed
978-0073522630,ISBN,McGraw-Hill Science,Fundamentals of Graphics Communication (6th International Edition),"Gary Bertoline, Eric Wiebe, Nathan Hartman, William Ross",UCT,1st & 2nd semester,Mechanical Engineering,MEC1002W,230,Prescribed
978-0073522630,ISBN,McGraw-Hill Science,Fundamentals of Graphics Communication (6th International Edition),"Gary Bertoline, Eric Wiebe, Nathan Hartman, William Ross",UCT,1st & 2nd semester,Mechanical Engineering,MEC1006W,125,Prescribed
9780471742852,ISBN,Wiley,Fundamentals of Machine Component Design (4th Edition SI Units),RC Juvinall and KM Marshek,UCT,1st & 2nd semester,Mechanical Engineering,MEC3050W,126,Prescribed
9780471742852,ISBN,Wiley,Fundamentals of Machine Component Design (4th Edition SI Units),RC Juvinall and KM Marshek,UCT,1st & 2nd semester,Mechanical Engineering,MEC2020W,155,Prescribed
978-0077366643,ISBN,McGraw Hill,Heat & Mass transfer (4th edition SI units),Yunus A. Cengel and Afshin J. Ghajar,UCT,2nd semester,Mechanical Engineering,MEC3044S,118,Prescribed
978-0132272711,ISBN,Prentice Hall,Manufacturing Processes for Engineering Materials (5th)," Serope Kalpakjian, Steven Schmid",UCT,1st semester,Mechanical Engineering,MEC4104F,100,Prescribed
9780132569835,ISBN,Prentice Hall,Mechanics of Materials (7th),R.C. HIBBELER,UCT,1st semester,Mechanical Engineering,MEC2025F,193,Recommended
978-0071257633,ISBN,McGraw-Hill,Shigley's Mechanical Engineering Design (8th Edition SI Units),Joseph Edward Shigley,UCT,1st & 2nd semester,Mechanical Engineering,MEC3050W,126,Prescribed
978-1-906860-01-1,ISBN,UIT,Sustainable Energy - without the hot air,David MacKay,UCT,1st & 2nd semester,Mechanical Engineering,MEC3050W,126,Prescribed
978-0071257718,ISBN,McGraw Hill,Thermodynamics An Engineering Approach (6th Edition),Yunus A Cengel. Michael A Boles,UCT,1st semester,Mechanical Engineering,MEC3033F,140,Prescribed
978-0071257718,ISBN,McGraw Hill,Thermodynamics An Engineering Approach (6th Edition),Yunus A Cengel. Michael A Boles,UCT,1st semester,Mechanical Engineering,MEC2022S,220,Prescribed
978-0729540759,ISBN,"Elsevier Publishers, 2012",Mechanisms for Clinical Signs,"M Dennis, WT Brown and L Cho, ",UCT,,Medicine,,,Prescribed
9780192621153,ISBN, Oxford University Press,Oxford Handbook of Clinical Medicines,"RA Hope, JM Longmore, TJ Hodgetts and PS Ramrakha (eds)",UCT,,Medicine,,,Prescribed
9781874856206,ISBN,University of the Witwatersrand,A Guide to the Management of Common Medical Emergencies in Adults,WJG Kloeck (comp),UCT,,Medicine,,,Prescribed
9781875098309,ISBN,South African Medical Association,South African Medicines Formulary,CJ Gibbon (ed),UCT,,Medicine,,,Prescribed
9780195776137,ISBN,Oxford University Press,Handbook of Dermatology for Primary Care,SAXE,UCT,,Medicine,,,Prescribed
978-0729539050,ISBN,Blackwell Scientific Publication,Clinical Examination.  ,Talley and O’Connor (eds.),UCT,,Medicine,,,Prescribed
9780702044991,ISBN,Saunders Elsevier,Clinical Medicine,Kumar and Clark’s (eds.),UCT,,Medicine,,,Recommended
978-0702027413,ISBN,Saunders Elsevier,Acute Clinical Medicine,P Kumar and Clark (eds),UCT,,Medicine,,,Recommended
978-1-133-10629-6,ISBN,Brooks/Cole,Biochemistry (4th),Reginald H Graham & Charles M Grisham,UCT,1st & 2nd semester,Molecular and Cell biology,MCB2021F,140,Recommended
978-1-133-10629-6,ISBN,Brooks/Cole,Biochemistry (4th),Reginald H Graham & Charles M Grisham,UCT,1st & 2nd semester,Molecular and Cell biology,MCB2022S,116,Recommended
978-1-133-107879-5,ISBN,Brooks/Cole,Biochemistry (5th (International Student Edition)),Reginald H Graham & Charles M Grisham,UCT,1st & 2nd semester,Molecular and Cell biology,MCB2021F,140,Recommended
978-1-133-107879-5,ISBN,Brooks/Cole,Biochemistry (5th (International Student Edition)),Reginald H Graham & Charles M Grisham,UCT,1st & 2nd semester,Molecular and Cell biology,MCB2022S,116,Recommended
978-1-133-107879-5,ISBN,Brooks/Cole,Biochemistry (5th (International Student Edition)),Reginald H Graham & Charles M Grisham,UCT,1st & 2nd semester,Molecular and Cell biology,MCB3020F,90,Prescribed
978-0-878-93384-6,ISBN,Palgrave-Macmillan,Developmental Biology (9th),Scott F. Gilbert,UCT,2nd semester,Molecular and Cell biology,MCB3023S,60,Prescribed
978-0-071-22192-4,ISBN,McGraw-Hill,Genetics: From Genes to Genomes (4th Edition: International Student Edition),"Hartwell, Hood, Goldberg, Reynolds & Silver",UCT,2nd semester,Molecular and Cell biology,MCB2023S,140,Prescribed
978-1-405-18173-0,ISBN,John Wiley & Sons,Genetics: From Genes to Genomes (4th Edition: International Student Edition),Brown,UCT,1st semester,Molecular and Cell biology,MCB3019F,90,Recommended
978-0-199-56435-4,ISBN,Oxford University Press,Introduction to Genomics,Arthur Lesk,UCT,1st semester,Molecular and Cell biology,MCB3019F,90,Recommended
978-0-815-34123-9,ISBN,Garland Publishing,Janeway's Immunobiology (7th),"Ken Murphy, Paul Travers, Mark Walport",UCT,2nd semester,Molecular and Cell biology,MCB3024S,100,Prescribed
978-1-555-81399-4,ISBN,Blackwell Publishing,Molecular Genetics of Bacteria,L. Snyder and W. Champness,UCT,1st semester,Molecular and Cell biology,MCB3021F,60,Recommended
9780702177927,ISBN,Juta,"Professional Communication: How to Deliver Effective Written, Spoken and Visual Messages","English, J., Basckin, V., De Jager, K. & Nassimbeni, M. ",UCT,2nd semester,Molecular and Cell biology,MEC3037S,125,Prescribed
978-0-071-22192-4,ISBN,McGraw-Hill,Genetics: From Genes to Genomes,"Hartwell, Hood, Goldberg, Reynolds & Silver",UCT,1st semester,Molecular and Cell biology,MCB2020F,140,Prescribed
9780702173059,ISBN,Juta, Clinical Gynaecology, Kruger & Botha,UCT,1st & 2nd semester,Obstectrics and Gynaecology,"OBS5005W, OBS4003W, OBS4005W, OBS6000W, OBS6001W",,Recommended
978-0-125-58691-7,ISBN,Elsevier Academic Press,"Atmosphere, ocean, and climate dynamics: an introductory text","Marshall, John",UCT,1st & 2nd semester,Oceanography,SEA4001W ,13,Recommended
978-0-750-64552-2,ISBN,Pergamon,Descriptive physical oceanography: an introduction,"Pickard, George L.",UCT,1st semester,Oceanography,SEA2004F ,99,Prescribed
 978-8-170-35307-2,ISBN,Pergamon,Regional oceanography: an introduction,"Tomczak, M.",UCT,1st semester,Oceanography,SEA2004F ,99,Prescribed
978-0195709544,ISBN,Oxford University Press,Paediatric Primary Health Care,"J.H. Ireland, D.J. Power, D.L. Woods, D.H. Hoogenhout ",UCT,,Paediatrics,"PED4016W , PED5001W, PED5003W, PED6000W, PED6001W",200,Strongly Recommended
978-0-443-05206-4 ,ISBN,Churchill Livingston,Aids to paediatrics for undergraduates (2nd),A Habel,UCT,,Paediatrics,"PED4016W , PED5001W, PED5003W, PED6000W, PED6001W",200,Recommended
9780199042357,ISBN,Oxford University Press,Child Health for all: a manual for Southern Africa,Knight RD,UCT,,Paediatrics,"PED4016W , PED5001W, PED5003W, PED6000W, PED6001W",200,Recommended
978-0632079803,ISBN,Blackwell Science,Common symptoms of disease in children (9th),Ronald S. Illingworth,UCT,,Paediatrics,"PED4016W , PED5001W, PED5003W, PED6000W, PED6001W",200,Recommended
978-0-19-905394-0,ISBN,Oxford University Press,Coovadia’s Paediatrics and Child Health: a manual for health professionals in developing countries (6th ed),Wittenberg DF,UCT,,Paediatrics,"PED4016W , PED5001W, PED5003W, PED6000W, PED6001W",200,Strongly Recommended
978-0443059582 ,ISBN,Churchill Livingston,Essential paediatrics (4th),"Hull D, Johnston, Di",UCT,,Paediatrics,"PED4016W , PED5001W, PED5003W, PED6000W, PED6001W",200,Recommended
978-0-443-10397-1,ISBN,Churchill Livingston,Forfar and Arneil’s textbook of pediatrics,"Neil McIntosh, Peter Helms, Rosalind Smyth, Stuart Logan",UCT,,Paediatrics,"PED4016W , PED5001W, PED5003W, PED6000W, PED6001W",200,Recommended
978-0-195-99117-8,ISBN,Oxford University Press,Handbook of Paediatrics (7th),"Cassim Motala, Anthony Figaji, Alan Davidson, Mike Levin",UCT,,Paediatrics,"PED4016W , PED5001W, PED5003W, PED6000W, PED6001W",200,Strongly Recommended
978-1608317776,ISBN,Lippincott Williams & Wilkins,Manual of Neonatal Care,"John Cloherty, Eric C. Eichenwald, Anne R. Hansen, Ann R. Stark",UCT,,Paediatrics,"PED4016W , PED5001W, PED5003W, PED6000W, PED6001W",200,Recommended
978-1437706437,ISBN,Saunders,Nelson Essentials of Pediatrics,"Karen Marcdante, Robert M. Kliegman, Richard E. Behrman, Hal B. Jenson",UCT,,Paediatrics,"PED4016W , PED5001W, PED5003W, PED6000W, PED6001W",200,Strongly Recommended
978-1-4377-0755-7,ISBN,Saunders,Nelson’s text book of pediatrics (19th),"Robert M. Kliegman, Bonita Stanton, Joseph St. Geme, Nina Schor, Richard E. Behrman",UCT,,Paediatrics,"PED4016W , PED5001W, PED5003W, PED6000W, PED6001W",200,Recommended
9780799209792,ISBN,Neonatal Medicine,Notes on the Newborn Infant (7th(,"David L. Woods, Atties Fourie Malan, George Ruysch Van Dugteren",UCT,,Paediatrics,"PED4016W , PED5001W, PED5003W, PED6000W, PED6001W",200,Strongly Recommended
978-0-443-10395-7,ISBN,Churchill Livingston,Paediatric Clinical Examination Made Easy (5th Ed),"Maurice Kibel, Tony Westwood, Haroon Saloojee ",UCT,,Paediatrics,"PED4016W , PED5001W, PED5003W, PED6000W, PED6001W",200,Strongly Recommended
978-0-071-49723-7,ISBN,McGraw-Hill Professional,Rudolph’s pediatrics (22nd),"Rudolph CD, Rudolph AM, Lister GE",UCT,,Paediatrics,"PED4016W , PED5001W, PED5003W, PED6000W, PED6001W",200,Recommended
978-0-721-60615-6,ISBN,Elsevier Saunders,Smith’s recognizable patterns of human malformation (6th),"Kenneth Lyons Jones, David W. Smith",UCT,,Paediatrics,"PED4016W , PED5001W, PED5003W, PED6000W, PED6001W",200,Recommended
978-0443044557,ISBN,Churchill Livingston,The normal child: some problems of the early years and their treatment,"Illingworth, RS",UCT,,Paediatrics,"PED4016W , PED5001W, PED5003W, PED6000W, PED6001W",200,Recommended
978-0-078-03824-2,ISBN,McGraw-Hill,The Elements of Moral Philosophy (7th ed),James Rachels and Stuart Rachels,UCT,2nd semester,Philosophy,PHI1010S ,320,Prescribed
978-0-192-85425-4,ISBN,Oxford University Press,"Think (1st edition, any reprint)",Simon Blackburn,UCT,1st semester,Philosophy,PHI1024F ,380,Prescribed
 978-0-198-50696-6,ISBN,Oxford,Atomic Physics (1st),Christopher Foot,UCT,2nd semester,Physics,PHY3022S,20,Prescribed
978-0-321-59549-2,ISBN,Pearson,College Physics: a Strategic Approach with Mastering Physics (2nd revised),,UCT,1st & 2nd semester,Physics,PHY1023H,10,Prescribed
978-0-321-59549-2,ISBN,Pearson,College Physics: a Strategic Approach with Mastering Physics (2nd revised),"Knight RD, Jones and Field",UCT,1st & 2nd semester,Physics,PHY1032S,10,Prescribed
978-0-321-85656-2,ISBN,Pearson,Introduction to Electrodynamics (4th),Griffiths D,UCT,2nd semester,Physics,PHY2010S,80,Prescribed
978-0-131-11892-8,ISBN,Pearson & Prentice Hall,Introduction to Quantum Mechanics (2nd),"Griffiths, D",UCT,2nd semester,Physics,PHY2015S,40,Prescribed
978-0-321-83282-5,ISBN,Pearson,Physics for Scientists and Engineers: a Strategic Approach (3rd),"Knight RD, Jones and Field",UCT,2nd semester,Physics,PHY1013S,50,Prescribed
978-0-409-03515-5,ISBN,Lexis Nexis,African Family Law,Heaton,UCT,1st & 2nd semester,Private Law,RDL1008H,200,Recommended
978-0-702-15116-3,ISBN,Juta,Boberg's Law of Persons and the Family,van Heerden B et al,UCT,1st & 2nd semester,Private Law,RDL1008H,200,Recommended
978-0-409-03514-8,ISBN,Lexis Nexis,Casebook on South African Family Law ,Heaton,UCT,1st & 2nd semester,Private Law,RDL1008H,200,Recommended
978-0-409-03508-7,ISBN,Lexis Nexis,Casebook on South African Law of Persons,Heaton,UCT,1st & 2nd semester,Private Law,RDL1008H,200,Recommended
409040215,ISBN,LAWSA,"Cession: Vol 2, Part 2 (2nd Edition)",Nienaber PM,UCT,1st semester,Private Law,RDL4505F,30,Recommended
978-0-195-99330-1,ISBN,Oxford University Press,Civil Procedure - A Practical Guide (2nd Edition),"Pete S, Hulme D, du Plessis M, Palmer R, Sibanda O",UCT,1st & 2nd semester,Private Law,RDL3008H,90,Prescribed
978-0-195-99330-1,ISBN,Oxford University Press,Civil Procedure - A Practical Guide (2nd Edition),"Pete S, Hulme D, du Plessis M, Palmer R, Sibanda O",UCT,1st & 2nd semester,Private Law,RDL4008H,90,Prescribed
 978-0-702-12172-2,ISBN,Juta,Contract: Cases & Materials (3rd Edition),Farlam & Hathaway,UCT,1st & 2nd semester,Private Law,RDL3005W,150,Recommended
978-0-702-17889-4,ISBN,Juta,Contract: General Principles (3rd Edition),van der Merwe S et al,UCT,1st & 2nd semester,Private Law,RDL3005W,150,Recommended
978-0-702-17889-4,ISBN,Juta,Contract: General Principles (3rd Edition),van der Merwe S et al,UCT,1st & 2nd semester,Private Law,RDL4505F,30,Recommended
978-0-702-17889-4,ISBN,Juta,Contract: General Principles (3rd Edition),van der Merwe S et al,UCT,1st & 2nd semester,Private Law,RDL4506S,30,Recommended
978-0-195-99463-6,ISBN,Oxford University Press,Introduction to Law and Legal Skills in South Africa,Humby et al.,UCT,1st & 2nd semester,Private Law,RDL1003W,200,Recommended
978-1-775-78041-0,ISBN,Pearson Prentice Hall,Introduction to SA Law: Fresh Perspectives (2nd Edition),Meintjies-Van der Walt M et al,UCT,1st & 2nd semester,Private Law,RDL1003W,200,Prescribed
978-0-195-56871-4,ISBN,Oxford University Press,Jurisprudence,Meyerson D,UCT,1st & 2nd semester,Private Law,RDL3006H,100,Recommended
978-0-195-56871-4,ISBN,Oxford University Press,Jurisprudence,Meyerson D,UCT,1st & 2nd semester,Private Law,RDL4006H,100,Recommended
978-0-199-05511-1,ISBN,Oxford University Press,Law of Contract in SA (2nd Edition),Hutchison D and Pretorius (eds),UCT,1st & 2nd semester,Private Law,RDL3005W,150,Prescribed
978-0-409-04645-8,ISBN ,Butterworths,Law of Delict (6th Edition),"Neethling J, Potgieter JM, Visser PJ",UCT,1st & 2nd semester,Private Law,RDL3003H,150,Recommended
978-0-702-18511-3,ISBN,Juta,Law of Persons (5th Edition),Boezaart T,UCT,1st & 2nd semester,Private Law,RDL1008H,200,Recommended
978-1-775-78042-7,ISBN,Pearson,Law of Persons and Family,Barratt A (ed),UCT,1st & 2nd semester,Private Law,RDL1008H,200,Prescribed
978-0-199-04542-6,ISBN,Oxford University Press,Law of Succession in SA (2nd Edition),"Jamneck P, Rautenbach R, Paleker M, van der Linde A, Wood-Bodley M",UCT,1st & 2nd semester,Private Law,RDL2003H,260,Prescribed
978-0-199-04542-6,ISBN,Oxford University Press,Law of Succession in SA (2nd Edition),"Jamneck P, Rautenbach R, Paleker M, van der Linde A, Wood-Bodley M",UCT,1st & 2nd semester,Private Law,RDL3001H,260,Prescribed
978-0-409-05502-3,ISBN,Lexis Nexis Butterworth,Litigation Skills for South African Lawyers,Marnewick CG,UCT,1st & 2nd semester,Private Law,RDL3008H,150,Recommended
978-0-409-05502-3,ISBN,Lexis Nexis Butterworth,Litigation Skills for South African Lawyers,Marnewick CG,UCT,1st & 2nd semester,Private Law,RDL4008H,150,Recommended
978-0-702-18590-8,ISBN,Juta,Mineral Law: Principles and Policies in Perspective,Hanri Mostert,UCT,2nd semester,Private Law,RDL4504S,10,Prescribed
978-0-409-06130-7,ISBN,Lexis Nexis,Neethling's Law of Personality ,"Neethling J, Potgieter JM, Visser PJ",UCT,1st & 2nd semester,Private Law,RDL3003H,150,Recommended
978-0-702-12941-4,ISBN,Juta,Principles of Delict,Burchell J,UCT,1st & 2nd semester,Private Law,RDL3003H,150,Recommended
978-0-409-06015-7,ISBN,Lexis Nexis,Principles of Delict (3rd),"van der Walt JC, Midgley JR",UCT,1st & 2nd semester,Private Law,RDL3003H,150,Recommended
978-0-195-98404-0,ISBN,Oxford University Press,Principles of Property Law in South Africa,"Mostert, H and Pope, A",UCT,1st & 2nd semester,Private Law,RDL2002H,200,Prescribed
978-0-702-19422-1,ISBN,Juta,Private International Law (5th Edition),Forsyth CF,UCT,1st semester,Private Law,RDL4507F,20,Prescribed
978-0-409-05318-0,ISBN ,Butterworths,Silberberg & Schoeman's The Law of Property (5th Edition),"Badenhorst, Pienaar & Mostert",UCT,1st & 2nd semester,Private Law,RDL2002H,200,Recommended
978-1-770-25169-4,ISBN,Pearson,Skills for Law Students,Barday et al,UCT,1st & 2nd semester,Private Law,RDL1008H,200,Recommended
978-0-702-19858-8,ISBN,Juta,Statutory Interpretation: An Introduction for Students (5th Edition),"Botha, C",UCT,1st & 2nd semester,Private Law,RDL1003W,200,Prescribed
978-0-702-19898-4,ISBN,Juta,Succession Law (Statutes) (Format: Pocket size),Juta's Statutes Editors,UCT,1st & 2nd semester,Private Law,RDL2003H,260,Prescribed
978-0-702-19898-4,ISBN,Juta,Succession Law (Statutes) (Format: Pocket size),Juta's Statutes Editors,UCT,1st & 2nd semester,Private Law,RDL3001H,260,Prescribed
978-0-702-11094-8,ISBN,Juta,The Law of Cession (2nd Edition),Scott S,UCT,1st semester,Private Law,RDL4505F,30,Recommended
978-0-409-05004-2,ISBN,Lexis Nexis,The Law of Contract in South Africa,Christie RH,UCT,1st & 2nd semester,Private Law,RDL3005W,150,Recommended
978-0-195-98578-8,ISBN,Oxford University Press,The Law of Delict in South Africa,Loubser & Midgley et al,UCT,1st & 2nd semester,Private Law,RDL3003H,150,Recommended
978-0-702-11426-7,ISBN,Juta,The Law of Delict Volume I Aquilian Liability,Boberg PQR,UCT,1st & 2nd semester,Private Law,RDL3003H,150,Recommended
978-0-7021-3601-6,ISBN,Juta,"The Law of Marriage, Vol 1",Sinclair JD,UCT,1st & 2nd semester,Private Law,RDL1008H,200,Recommended
978-1-485-10082-9,ISBN,Juta,The Magistrates' Courts Act 32 of 1944 and rules (Format: Pocket size),Juta's Statutes Editors,UCT,1st & 2nd semester,Private Law,RDL3008H,90,Prescribed
978-1-485-10082-9,ISBN,Juta,The Magistrates' Courts Act 32 of 1944 and rules (Format: Pocket size),Juta's Statutes Editors,UCT,1st & 2nd semester,Private Law,RDL4008H,90,Prescribed
978-0-409-03513-1,ISBN,Lexis Nexis,The South African Law of Persons,Heaton,UCT,1st & 2nd semester,Private Law,RDL1008H,200,Recommended
978-0-702-19474-0,ISBN,Juta,The South African Law of Unjustified Enrichment,"Du Plessis, Jacques",UCT,2nd semester,Private Law,RDL4506S,30,Recommended
978-1-485-10090-4,ISBN,Juta,The Supreme Court Act 59 of 1959 and rules (Format: Pocket size),Juta's Statutes Editors,UCT,1st & 2nd semester,Private Law,RDL3008H,90,Prescribed
978-1-485-10090-4,ISBN,Juta,The Supreme Court Act 59 of 1959 and rules (Format: Pocket size),Juta's Statutes Editors,UCT,1st & 2nd semester,Private Law,RDL4008H,90,Prescribed
978-0-702-17925-9,ISBN,Juta,Unjustified Enrichment,Visser D,UCT,2nd semester,Private Law,RDL4506S,30,Recommended
978-0-702-16551-1,ISBN,Juta,Wille's Principles of SA Law (9th Edition),Du Bois FG et al,UCT,1st & 2nd semester,Private Law, RDL2003H,260,Recommended
978-0-702-16551-1,ISBN,Juta,Wille's Principles of SA Law (9th Edition),Du Bois FG et al,UCT,1st & 2nd semester,Private Law,RDL1003W,200,Prescribed
978-0-702-16551-1,ISBN,Juta,Wille's Principles of SA Law (9th Edition),Du Bois FG et al,UCT,1st & 2nd semester,Private Law,RDL2002H,200,Recommended
978-0-702-16551-1,ISBN,Juta,Wille's Principles of SA Law (9th Edition),Du Bois FG et al,UCT,1st & 2nd semester,Private Law,RDL3001H,260,Recommended
978-0-702-16551-1,ISBN,Juta,Wille's Principles of SA Law (9th Edition),Du Bois FG et al,UCT,1st & 2nd semester,Private Law,RDL3003H,150,Recommended
978-0-702-16551-1,ISBN,Juta,Wille's Principles of SA Law (9th Edition),Du Bois FG et al,UCT,1st & 2nd semester,Private Law,RDL3005W,150,Recommended
978-0-702-17298-4,,Juta,Primary Healthcare Psychiatry: A Practical Guide,Sean Baumann,UCT,1st & 2nd semester,Psychiatry,PRY4000W,369,Prescribed
978-0-702-17298-4,ISBN,Juta,Primary Healthcare Psychiatry: A Practical Guide,Sean Baumann,UCT,1st & 2nd semester,Psychiatry,PRY6000W,369,Prescribed
9780620425278,ISBN,Inter-Ed Publishers,"""Law and Ethics in Psychology: An International perspective"" (2nd edition)","Allan, A.",UCT,1st & 2nd semester,Psychology,PSY5002W,8,Recommended
978-1-292-02156-0,ISBN,Pearson Education limited,Abnormal Psychology (7th Edition),Thomas F. Oltmanns,UCT,1st semester,Psychology,PSY2011F,280,Prescribed
978-0-805-82223-6,ISBN,"Lawrence Erlbaum Associates, Incorporated",Applied Multiple Regression/Correlation Analysis for the Behavioral Sciences,"Jacob Cohen, Patricia Cohen, Stephen G. Leona S. Aiken",UCT,1st & 2nd semester,Psychology,PSY5027W,25,Prescribed
978-0863773969,ISBN,Psychology Press,Classic cases in Neuropsychology ,"Code, Wallesh Joanette & Lecours",UCT,2nd semester,Psychology,PSY3010S,80,Prescribed
978-0840032980,ISBN,Wadswoth/Cengage,Cognitve Neuroscience (3rd International Edition),Marie Banich and Rebecca Compton,UCT,2nd semester,Psychology,PSY2010S,170,Prescribed
978-0-195-71868-3,ISBN,Oxford University Press,Counselling and Coping,"Kerry Gibson, Leslie Swartz, Rob Sandenbergh",UCT,1st & 2nd semester,Psychology,PSY4000W,30,Prescribed
